Job_ID,Machine_ID,Operation_Type,Material_Used,Processing_Time,Energy_Consumption,Machine_Availability,Scheduled_Start,Scheduled_End,Actual_Start,Actual_End,Job_Status,Optimization_Category,Planned_Time,Actual_Run_Time,Downtime
J048,M02,Lathe,3.67,75.0,4.12,99.0,2023-03-18 15:50:00,2023-03-18 17:05:00,2023-03-18 15:47:00,2023-03-18 17:02:00,Completed,Low Efficiency,75.0,75.0,0.0
J049,M02,Lathe,4.43,33.0,7.55,80.0,2023-03-18 16:00:00,2023-03-18 16:33:00,2023-03-18 16:04:00,2023-03-18 16:37:00,Completed,Moderate Efficiency,33.0,33.0,0.0
J050,M01,Lathe,1.42,124.8,3.09,69.60000000000001,2023-03-18 16:10:00,2023-03-18 17:54:00,2023-03-18 16:29:00,2023-03-18 18:13:00,Delayed,Low Efficiency,104.0,104.0,0.0
J051,M04,Lathe,4.25,28.799999999999997,7.26,72.0,2023-03-18 16:20:00,2023-03-18 16:44:00,,,Failed,Low Efficiency,24.0,,
J052,M05,Grinding,3.91,23.0,9.2,82.0,2023-03-18 16:30:00,2023-03-18 16:53:00,2023-03-18 16:27:00,2023-03-18 16:50:00,Completed,Low Efficiency,23.0,23.0,0.0
J053,M02,Lathe,1.85,97.0,4.77,98.0,2023-03-18 16:40:00,2023-03-18 18:17:00,2023-03-18 16:37:00,2023-03-18 18:14:00,Completed,Low Efficiency,97.0,97.0,0.0
J054,M05,Drilling,2.79,64.0,6.66,82.0,2023-03-18 16:50:00,2023-03-18 17:54:00,2023-03-18 17:10:00,2023-03-18 18:14:00,Delayed,Low Efficiency,64.0,64.0,0.0
J055,M05,Drilling,4.61,116.0,13.1,99.0,2023-03-18 17:00:00,2023-03-18 18:56:00,2023-03-18 16:55:00,2023-03-18 18:51:00,Completed,Low Efficiency,116.0,116.0,0.0
J056,M01,Drilling,4.2,124.8,11.91,64.0,2023-03-18 17:10:00,2023-03-18 18:54:00,2023-03-18 17:07:00,2023-03-18 18:51:00,Completed,Low Efficiency,104.0,104.0,0.0
J057,M02,Additive,1.04,31.0,6.53,86.0,2023-03-18 17:20:00,2023-03-18 17:51:00,2023-03-18 17:19:00,2023-03-18 17:50:00,Completed,Low Efficiency,31.0,31.0,0.0
J058,M01,Grinding,1.03,99.6,8.42,64.8,2023-03-18 17:30:00,2023-03-18 18:53:00,2023-03-18 17:31:00,2023-03-18 18:54:00,Completed,High Efficiency,83.0,83.0,0.0
J059,M05,Additive,3.62,62.0,6.06,88.0,2023-03-18 17:40:00,2023-03-18 18:42:00,2023-03-18 17:51:00,2023-03-18 18:53:00,Delayed,Low Efficiency,62.0,62.0,0.0
J060,M01,Milling,3.29,79.2,8.69,64.0,2023-03-18 17:50:00,2023-03-18 18:56:00,2023-03-18 17:52:00,2023-03-18 18:58:00,Completed,Moderate Efficiency,66.0,66.0,0.0
J061,M02,Lathe,3.03,110.0,6.98,82.0,2023-03-18 18:00:00,2023-03-18 19:50:00,,,Failed,Low Efficiency,110.0,,
J062,M02,Lathe,2.47,98.0,9.93,82.0,2023-03-18 18:10:00,2023-03-18 19:48:00,2023-03-18 18:39:00,2023-03-18 20:17:00,Delayed,Low Efficiency,98.0,98.0,0.0
J063,M02,Lathe,3.2,47.0,8.4,86.0,2023-03-18 18:20:00,2023-03-18 19:07:00,,,Failed,Low Efficiency,47.0,,
J064,M02,Lathe,4.81,71.0,7.42,83.0,2023-03-18 18:30:00,2023-03-18 19:41:00,2023-03-18 18:30:00,2023-03-18 19:41:00,Completed,High Efficiency,71.0,71.0,0.0
J065,M03,Grinding,2.71,23.0,6.8,90.0,2023-03-18 18:40:00,2023-03-18 19:03:00,,,Failed,Low Efficiency,23.0,,
J066,M03,Drilling,3.47,52.0,2.09,97.0,2023-03-18 18:50:00,2023-03-18 19:42:00,2023-03-18 19:03:00,2023-03-18 19:55:00,Delayed,Low Efficiency,52.0,52.0,0.0
J067,M02,Lathe,3.28,23.0,3.79,84.0,2023-03-18 19:00:00,2023-03-18 19:23:00,2023-03-18 19:12:00,2023-03-18 19:35:00,Delayed,Low Efficiency,23.0,23.0,0.0
J068,M02,Lathe,3.48,116.0,9.64,82.0,2023-03-18 19:10:00,2023-03-18 21:06:00,2023-03-18 19:09:00,2023-03-18 21:05:00,Completed,Low Efficiency,116.0,116.0,0.0
J069,M04,Additive,2.61,34.8,9.58,64.0,2023-03-18 19:20:00,2023-03-18 19:49:00,2023-03-18 19:21:00,2023-03-18 19:50:00,Completed,Moderate Efficiency,29.0,29.0,0.0
J070,M04,Drilling,3.37,64.8,2.46,65.60000000000001,2023-03-18 19:30:00,2023-03-18 20:24:00,,,Failed,Low Efficiency,54.0,,
J071,M04,Milling,2.62,30.0,7.29,76.0,2023-03-18 19:40:00,2023-03-18 20:05:00,2023-03-18 19:38:00,2023-03-18 20:03:00,Completed,Low Efficiency,25.0,25.0,0.0
J072,M05,Grinding,3.52,68.0,6.05,99.0,2023-03-18 19:50:00,2023-03-18 20:58:00,2023-03-18 19:51:00,2023-03-18 20:59:00,Completed,High Efficiency,68.0,68.0,0.0
J073,M04,Drilling,4.17,134.4,11.57,71.2,2023-03-18 20:00:00,2023-03-18 21:52:00,2023-03-18 20:02:00,2023-03-18 21:54:00,Completed,Moderate Efficiency,112.0,112.0,0.0
J074,M04,Milling,3.72,78.0,12.97,68.8,2023-03-18 20:10:00,2023-03-18 21:15:00,2023-03-18 20:13:00,2023-03-18 21:18:00,Completed,Moderate Efficiency,65.0,65.0,0.0
J075,M05,Additive,3.55,85.0,7.52,84.0,2023-03-18 20:20:00,2023-03-18 21:45:00,2023-03-18 20:22:00,2023-03-18 21:47:00,Completed,High Efficiency,85.0,85.0,0.0
J076,M01,Milling,1.99,118.8,10.01,72.0,2023-03-18 20:30:00,2023-03-18 22:09:00,,,Failed,Low Efficiency,99.0,,
J077,M01,Milling,3.46,74.39999999999999,7.46,67.2,2023-03-18 20:40:00,2023-03-18 21:42:00,2023-03-18 20:40:00,2023-03-18 21:42:00,Completed,High Efficiency,62.0,62.0,0.0
J078,M02,Milling,2.08,107.0,2.2,89.0,2023-03-18 20:50:00,2023-03-18 22:37:00,2023-03-18 21:02:00,2023-03-18 22:49:00,Delayed,Low Efficiency,107.0,107.0,0.0
J079,M05,Milling,4.55,84.0,7.43,97.0,2023-03-18 21:00:00,2023-03-18 22:24:00,2023-03-18 21:21:00,2023-03-18 22:45:00,Delayed,Low Efficiency,84.0,84.0,0.0
J080,M04,Grinding,2.11,98.39999999999999,14.62,71.2,2023-03-18 21:10:00,2023-03-18 22:32:00,2023-03-18 21:08:00,2023-03-18 22:30:00,Completed,Low Efficiency,82.0,82.0,0.0
J081,M02,Additive,4.01,69.0,11.72,88.0,2023-03-18 21:20:00,2023-03-18 22:29:00,2023-03-18 21:17:00,2023-03-18 22:26:00,Completed,Low Efficiency,69.0,69.0,0.0
J082,M01,Drilling,1.73,28.799999999999997,13.39,78.4,2023-03-18 21:30:00,2023-03-18 21:54:00,2023-03-18 21:26:00,2023-03-18 21:50:00,Completed,Low Efficiency,24.0,24.0,0.0
J083,M03,Drilling,4.15,59.0,12.15,85.0,2023-03-18 21:40:00,2023-03-18 22:39:00,2023-03-18 21:41:00,2023-03-18 22:40:00,Completed,Moderate Efficiency,59.0,59.0,0.0
J084,M05,Drilling,1.19,77.0,11.36,95.0,2023-03-18 21:50:00,2023-03-18 23:07:00,2023-03-18 22:06:00,2023-03-18 23:23:00,Delayed,Low Efficiency,77.0,77.0,0.0
J085,M02,Lathe,3.38,44.0,3.35,87.0,2023-03-18 22:00:00,2023-03-18 22:44:00,2023-03-18 22:00:00,2023-03-18 22:44:00,Completed,High Efficiency,44.0,44.0,0.0
J086,M05,Drilling,2.77,77.0,14.07,93.0,2023-03-18 22:10:00,2023-03-18 23:27:00,2023-03-18 22:12:00,2023-03-18 23:29:00,Completed,Moderate Efficiency,77.0,77.0,0.0
J087,M03,Lathe,2.33,59.0,14.83,98.0,2023-03-18 22:20:00,2023-03-18 23:19:00,2023-03-18 22:32:00,2023-03-18 23:31:00,Delayed,Low Efficiency,59.0,59.0,0.0
J088,M04,Additive,1.36,72.0,9.56,75.2,2023-03-18 22:30:00,2023-03-18 23:30:00,2023-03-18 22:26:00,2023-03-18 23:26:00,Completed,Low Efficiency,60.0,60.0,0.0
J089,M04,Grinding,4.66,66.0,14.16,64.8,2023-03-18 22:40:00,2023-03-18 23:35:00,2023-03-18 22:35:00,2023-03-18 23:30:00,Completed,Low Efficiency,55.0,55.0,0.0
J090,M02,Lathe,2.38,27.0,12.34,99.0,2023-03-18 22:50:00,2023-03-18 23:17:00,2023-03-18 23:05:00,2023-03-18 23:32:00,Delayed,Low Efficiency,27.0,27.0,0.0
J091,M02,Grinding,4.86,60.0,14.6,83.0,2023-03-18 23:00:00,2023-03-19 00:00:00,2023-03-18 22:59:00,2023-03-18 23:59:00,Completed,Low Efficiency,60.0,60.0,0.0
J092,M03,Milling,4.85,90.0,8.14,96.0,2023-03-18 23:10:00,2023-03-19 00:40:00,,,Failed,Low Efficiency,90.0,,
J093,M03,Lathe,1.63,86.0,9.92,98.0,2023-03-18 23:20:00,2023-03-19 00:46:00,2023-03-18 23:32:00,2023-03-19 00:58:00,Delayed,Low Efficiency,86.0,86.0,0.0
J094,M05,Lathe,4.43,51.0,7.61,86.0,2023-03-18 23:30:00,2023-03-19 00:21:00,2023-03-18 23:48:00,2023-03-19 00:39:00,Delayed,Low Efficiency,51.0,51.0,0.0
J095,M03,Lathe,3.43,113.0,9.22,89.0,2023-03-18 23:40:00,2023-03-19 01:33:00,2023-03-18 23:38:00,2023-03-19 01:31:00,Completed,Low Efficiency,113.0,113.0,0.0
J096,M05,Milling,4.18,110.0,10.67,99.0,2023-03-18 23:50:00,2023-03-19 01:40:00,2023-03-19 00:20:00,2023-03-19 02:10:00,Delayed,Low Efficiency,110.0,110.0,0.0
J097,M04,Drilling,3.88,68.39999999999999,3.8,69.60000000000001,2023-03-19 00:00:00,2023-03-19 00:57:00,2023-03-19 00:23:00,2023-03-19 01:20:00,Delayed,Low Efficiency,57.0,57.0,0.0
J098,M03,Grinding,3.87,91.0,14.55,92.0,2023-03-19 00:10:00,2023-03-19 01:41:00,2023-03-19 00:11:00,2023-03-19 01:42:00,Completed,Moderate Efficiency,91.0,91.0,0.0
J099,M05,Additive,1.79,33.0,3.17,80.0,2023-03-19 00:20:00,2023-03-19 00:53:00,,,Failed,Low Efficiency,33.0,,
J100,M02,Grinding,2.71,27.0,12.24,96.0,2023-03-19 00:30:00,2023-03-19 00:57:00,2023-03-19 00:35:00,2023-03-19 01:02:00,Completed,Moderate Efficiency,27.0,27.0,0.0
J101,M05,Additive,4.8,37.0,4.73,92.0,2023-03-19 00:40:00,2023-03-19 01:17:00,2023-03-19 00:37:00,2023-03-19 01:14:00,Completed,Low Efficiency,37.0,37.0,0.0
J102,M04,Grinding,4.96,132.0,14.56,70.4,2023-03-19 00:50:00,2023-03-19 02:40:00,2023-03-19 00:49:00,2023-03-19 02:39:00,Completed,Low Efficiency,110.0,110.0,0.0
J103,M05,Lathe,2.54,105.0,9.97,96.0,2023-03-19 01:00:00,2023-03-19 02:45:00,2023-03-19 01:14:00,2023-03-19 02:59:00,Delayed,Low Efficiency,105.0,105.0,0.0
J104,M05,Milling,3.6,62.0,8.45,87.0,2023-03-19 01:10:00,2023-03-19 02:12:00,2023-03-19 01:05:00,2023-03-19 02:07:00,Completed,Low Efficiency,62.0,62.0,0.0
J105,M03,Grinding,1.85,43.0,13.65,86.0,2023-03-19 01:20:00,2023-03-19 02:03:00,2023-03-19 01:18:00,2023-03-19 02:01:00,Completed,Low Efficiency,43.0,43.0,0.0
J106,M03,Grinding,4.58,107.0,8.8,80.0,2023-03-19 01:30:00,2023-03-19 03:17:00,2023-03-19 01:27:00,2023-03-19 03:14:00,Completed,Low Efficiency,107.0,107.0,0.0
J107,M04,Grinding,3.86,123.6,13.37,73.60000000000001,2023-03-19 01:40:00,2023-03-19 03:23:00,,,Failed,Low Efficiency,103.0,,
J108,M05,Lathe,3.28,78.0,14.78,84.0,2023-03-19 01:50:00,2023-03-19 03:08:00,2023-03-19 01:51:00,2023-03-19 03:09:00,Completed,Moderate Efficiency,78.0,78.0,0.0
J109,M05,Lathe,3.19,102.0,5.14,84.0,2023-03-19 02:00:00,2023-03-19 03:42:00,2023-03-19 01:55:00,2023-03-19 03:37:00,Completed,Low Efficiency,102.0,102.0,0.0
J110,M05,Additive,3.17,107.0,9.31,89.0,2023-03-19 02:10:00,2023-03-19 03:57:00,2023-03-19 02:08:00,2023-03-19 03:55:00,Completed,Low Efficiency,107.0,107.0,0.0
J111,M01,Drilling,2.87,142.79999999999998,13.26,64.0,2023-03-19 02:20:00,2023-03-19 04:19:00,2023-03-19 02:16:00,2023-03-19 04:15:00,Completed,Low Efficiency,119.0,119.0,0.0
J112,M02,Lathe,3.71,74.0,7.12,95.0,2023-03-19 02:30:00,2023-03-19 03:44:00,2023-03-19 02:35:00,2023-03-19 03:49:00,Completed,Moderate Efficiency,74.0,74.0,0.0
J113,M01,Drilling,3.77,123.6,2.25,76.0,2023-03-19 02:40:00,2023-03-19 04:23:00,2023-03-19 02:38:00,2023-03-19 04:21:00,Completed,Low Efficiency,103.0,103.0,0.0
J114,M01,Lathe,1.26,139.2,4.36,78.4,2023-03-19 02:50:00,2023-03-19 04:46:00,2023-03-19 03:13:00,2023-03-19 05:09:00,Delayed,Low Efficiency,116.0,116.0,0.0
J115,M04,Lathe,1.32,136.79999999999998,9.49,68.8,2023-03-19 03:00:00,2023-03-19 04:54:00,2023-03-19 03:00:00,2023-03-19 04:54:00,Completed,High Efficiency,114.0,114.0,0.0
J116,M04,Milling,2.11,92.39999999999999,5.69,72.0,2023-03-19 03:10:00,2023-03-19 04:27:00,2023-03-19 03:08:00,2023-03-19 04:25:00,Completed,Low Efficiency,77.0,77.0,0.0
J117,M02,Grinding,1.57,67.0,5.41,81.0,2023-03-19 03:20:00,2023-03-19 04:27:00,2023-03-19 03:16:00,2023-03-19 04:23:00,Completed,Low Efficiency,67.0,67.0,0.0
J118,M02,Lathe,1.14,68.0,12.12,83.0,2023-03-19 03:30:00,2023-03-19 04:38:00,,,Failed,Low Efficiency,68.0,,
J119,M04,Drilling,1.09,69.6,6.55,71.2,2023-03-19 03:40:00,2023-03-19 04:38:00,2023-03-19 03:41:00,2023-03-19 04:39:00,Completed,High Efficiency,58.0,58.0,0.0
J120,M04,Lathe,1.22,39.6,5.5,72.8,2023-03-19 03:50:00,2023-03-19 04:23:00,2023-03-19 03:54:00,2023-03-19 04:27:00,Completed,High Efficiency,33.0,33.0,0.0
J121,M05,Additive,4.13,39.0,8.06,91.0,2023-03-19 04:00:00,2023-03-19 04:39:00,2023-03-19 03:56:00,2023-03-19 04:35:00,Completed,Low Efficiency,39.0,39.0,0.0
J122,M02,Grinding,3.22,102.0,7.75,96.0,2023-03-19 04:10:00,2023-03-19 05:52:00,2023-03-19 04:07:00,2023-03-19 05:49:00,Completed,Low Efficiency,102.0,102.0,0.0
J123,M04,Grinding,2.65,102.0,8.35,64.0,2023-03-19 04:20:00,2023-03-19 05:45:00,2023-03-19 04:17:00,2023-03-19 05:42:00,Completed,Low Efficiency,85.0,85.0,0.0
J124,M01,Grinding,4.75,48.0,4.42,64.0,2023-03-19 04:30:00,2023-03-19 05:10:00,2023-03-19 04:32:00,2023-03-19 05:12:00,Completed,High Efficiency,40.0,40.0,0.0
J125,M02,Additive,2.43,76.0,3.58,91.0,2023-03-19 04:40:00,2023-03-19 05:56:00,2023-03-19 04:40:00,2023-03-19 05:56:00,Completed,High Efficiency,76.0,76.0,0.0
J126,M01,Milling,3.12,84.0,5.07,78.4,2023-03-19 04:50:00,2023-03-19 06:00:00,2023-03-19 04:45:00,2023-03-19 05:55:00,Completed,Low Efficiency,70.0,70.0,0.0
J127,M04,Additive,4.22,32.4,6.94,69.60000000000001,2023-03-19 05:00:00,2023-03-19 05:27:00,2023-03-19 05:21:00,2023-03-19 05:48:00,Delayed,Low Efficiency,27.0,27.0,0.0
J128,M04,Grinding,3.24,48.0,10.06,72.8,2023-03-19 05:10:00,2023-03-19 05:50:00,2023-03-19 05:08:00,2023-03-19 05:48:00,Completed,Low Efficiency,40.0,40.0,0.0
J129,M05,Grinding,2.07,45.0,7.75,84.0,2023-03-19 05:20:00,2023-03-19 06:05:00,2023-03-19 05:24:00,2023-03-19 06:09:00,Completed,Moderate Efficiency,45.0,45.0,0.0
J130,M02,Milling,1.1,78.0,2.49,96.0,2023-03-19 05:30:00,2023-03-19 06:48:00,2023-03-19 05:31:00,2023-03-19 06:49:00,Completed,Optimal Efficiency,78.0,78.0,0.0
J131,M04,Drilling,3.55,93.6,4.87,77.60000000000001,2023-03-19 05:40:00,2023-03-19 06:58:00,2023-03-19 05:38:00,2023-03-19 06:56:00,Completed,Low Efficiency,78.0,78.0,0.0
J132,M01,Additive,4.64,84.0,10.68,65.60000000000001,2023-03-19 05:50:00,2023-03-19 07:00:00,2023-03-19 06:04:00,2023-03-19 07:14:00,Delayed,Low Efficiency,70.0,70.0,0.0
J133,M01,Drilling,4.42,102.0,6.51,73.60000000000001,2023-03-19 06:00:00,2023-03-19 07:25:00,2023-03-19 06:04:00,2023-03-19 07:29:00,Completed,High Efficiency,85.0,85.0,0.0
J134,M03,Lathe,2.8,71.0,13.03,89.0,2023-03-19 06:10:00,2023-03-19 07:21:00,,,Failed,Low Efficiency,71.0,,
J135,M01,Drilling,4.64,27.599999999999998,8.31,68.8,2023-03-19 06:20:00,2023-03-19 06:43:00,2023-03-19 06:21:00,2023-03-19 06:44:00,Completed,High Efficiency,23.0,23.0,0.0
J136,M04,Drilling,4.7,93.6,2.59,76.0,2023-03-19 06:30:00,2023-03-19 07:48:00,2023-03-19 06:29:00,2023-03-19 07:47:00,Completed,Low Efficiency,78.0,78.0,0.0
